,INSTNM,CITY,STABBR
6664,University of Wisconsin-Milwaukee Flex,Milwaukee,Wisconsin
6665,University of Wisconsin-Parkside Flex,Kenosha,Wisconsin
6666,University of Wisconsin Colleges Flex,Madison,Wisconsin
6667,Platt College-Edge Tech Academy,Hurst,Texas
6668,Troy University-Phenix City Campus,Phenix City,Alabama
6669,Troy University-Montgomery Campus,Montgomery,Alabama
6670,Troy University-Dothan Campus,Dothan,Alabama
6671,Troy University-Online,Troy,Alabama
6672,Troy University-Support Locations,Troy,Alabama
6673,Arkansas College of Barbering and Hair Design,Little Rock,Arkansas
6674,Harding School of Theology,Memphis,Tennessee
6675,Career Academy of Hair Design-Siloam Springs,Siloam Springs,Arkansas
6676,Career Academy of Hair Design-Rogers,Rogers,Arkansas
6677,Career Academy of Hair Design-Fayetteville,Fayetteville,Arkansas
6678,Career Academy of Hair Design - Fort Smith,Fort Smith,Arkansas
6679,University of Arkansas Community College at Hope - Texarkana,Texarkana,Arkansas
6680,Alliant International University-Fresno,Fresno,California
6681,Alliant International University-Los Angeles,Alhambra,California
6682,Alliant International University-San Francisco,San Francisco,California
6683,Alliant International University-Irvine,Irvine,California
6684,Alliant International University-Sacramento,Sacramento,California
6685,San Jose Campus,San Jose,California
6686,Franciscan School of Theology,Oceanside,California
6687,Golden Gate University-Los Angeles,Los Angeles,California
6688,Golden Gate University-Seattle,Seattle,Washington
6689,Golden Gate University-Silicon Valley,Santa Clara,California
6690,Humphreys College-Modesto,Modesto,California
6691,International School of Cosmetology,Costa Mesa,California
6692,ATEP at IVC,Tustin,California
6693,Life Pacific College-Ignite,Christiansburg,Virginia
6694,Marymount University - Waterfront Campus,San Pedro,California
6695,Marymount California University - Lakeside Campus,Lucerne,California
6696,MiraCosta College - San Elijo Campus,Cardiff,California
6697,Mount Saint Mary's University - Doheny Campus,Los Angeles,California
6698,San Diego State University-Imperial Valley Campus,Calexico,California
6699,San Joaquin General Hospital School of Radiation Technology,French Camp,California
6700,San Joaquin Valley College - Hanford,Hanford,California
6701,San Joaquin Valley College-Online,Visalia,California
6702,San Joaquin Valley College-Bakersfield,Bakersfield,California
6703,San Joaquin Valley College-Fresno,Fresno,California
6704,San Joaquin Valley College-Fresno Aviation,Fresno,California
6705,San Joaquin Valley College-Ontario,Ontario,California
6706,San Joaquin Valley College-Modesto,Salida,California
6707,San Joaquin Valley College-Rancho Cordova,Rancho Cordova,California
6708,San Joaquin Valley College-Hesperia,Hesperia,California
6709,San Joaquin Valley College-Temecula,Temecula,California
6710,San Joaquin Valley College-Lancaster,Lancaster,California
6711,San Joaquin Valley College-San Diego,Chula Vista,California
6712,San Joaquin Valley College - Madera,Madera,California
6713,San Joaquin Valley College - Delano,Delano,California
6714,Jesuit School of Theology of Santa Clara University,Berkeley,California
6715,Wright Institute (The) -,Berkeley,California
6716,Colorado Technical University-Denver,Aurora,Colorado
6717,Denver Seminary - Washington DC,Landover,Maryland
6718,Porter and Chester Institute of Rocky Hill,Rocky Hill,Connecticut
6719,Porter and Chester Institute of Enfield,Enfield,Connecticut
6720,Porter and Chester Institute of Waterbury,Waterbury,Connecticut
6721,Porter and Chester Institute of Chicopee,Chicopee,Massachusetts
6722,Porter and Chester Institute of Worcester,Worcester,Massachusetts
6723,Porter and Chester Institute of Canton,Canton,Massachusetts
6724,Porter and Chester Institute of Woburn -closed 10/6/2017,Woburn,Massachusetts
6725,Delaware Technical Community College-Owens,Georgetown,Delaware
6726,Delaware Technical Community College-Stanton/Wilmington,Wilmington,Delaware
6727,Strayer University-Takoma Park Campus,Washington,DC
6728,Barry University Law School,Orlando,Florida
6729,Keiser University-Melbourne,Melbourne,Florida
6730,Keiser University-Tallahassee,Tallahassee,Florida
6731,Keiser University-Daytona,Daytona Beach,Florida
6732,Keiser University-Lakeland,Lakeland,Florida
6733,Keiser University- Miami,Miami,Florida
6734,Keiser University-Orlando,Orlando,Florida
6735,Keiser University-Sarasota,Sarasota,Florida
6736,Keiser University-Jacksonville,Jacksonville,Florida
6737,Keiser University-Tampa,Tampa,Florida
6738,Keiser University-Pembroke Pines,Pembroke Pines,Florida
6739,Keiser University-Port St Lucie,Port St Lucie,Florida
6740,Keiser University-West Palm Beach,West Palm Beach,Florida
6741,Keiser University-Ft Myers,Ft Myers,Florida
6742,Keiser University -  Clearwater,Clearwater,Florida
6743,Keiser University - NPR,New Port Richey,Florida
6744,Keiser University - Residential,West Palm Beach,Florida
6745,Maynard A. Traviss Career Center - Central Florida Aerospace Academy,Lakeland,Florida
6746,Rasmussen College-New Port Richey,New Port Richey,Florida
6747,Rasmussen College-Fort Myers,Fort Myers,Florida
6748,Rasmussen College-Tampa/Brandon,Tampa,Florida
6749,Rasmussen College-Land O' Lakes,Land O'Lakes,Florida
6750,East Georgia State College - Statesboro,Statesboro,Georgia
6751,East Georgia State College - Augusta,Augusta,Georgia
6752,Moody Theological Seminary and Graduate School--Michigan,Plymouth,Michigan
6753,Moody Bible Institute-Spokane,Spokane,Washington
6754,Saint Anthony College of Nursing - Highland Community College Campus,Freeport,Illinois
6755,Saint Anthony College of Nursing - Sauk Valley Community College Campus,Dixon,Illinois
6756,Triton College - Intl Union of Operating Engr Local 399 Trning Fac.,Chicago,Illinois
6757,PJ's College of Cosmetology- Brownsburg,Brownsburg,Indiana
6758,PJ's College of Cosmetology-Crestwood,Crestwood,Kentucky
6759,PJ's College of Cosmetology- Jeffersonville,Jeffersonville,Indiana
6760,Ivy Tech Community College-Northcentral,South Bend,Indiana
6761,Ivy Tech Community College-Columbus,Columbus,Indiana
6762,Ivy Tech Community College-East Central,Muncie,Indiana
6763,Ivy Tech Community College-Kokomo,Kokomo,Indiana
6764,Ivy Tech Community College-Lafayette,Lafayette,Indiana
6765,Ivy Tech Community College-Northeast,Fort Wayne,Indiana
6766,Ivy Tech Community College-South Central,Sellersburg,Indiana
6767,Ivy Tech Community College-Southwest,Evansville,Indiana
6768,Ivy Tech Community College-Wabash Valley,Terre Haute,Indiana
6769,Ivy Tech Community College-Richmond,Richmond,Indiana
6770,Ivy Tech Community College-Northwest,Gary,Indiana
6771,Ivy Tech Community College-Southeast,Madison,Indiana
6772,Ivy Tech Community College-Bloomington,Bloomington,Indiana
6773,Ivy Tech Community College-Central Indiana,Indianapolis,Indiana
6774,Harrison College-Anderson,Anderson,Indiana
6775,Harrison College-Columbus,Columbus,Indiana
6776,Harrison College-Terre Haute,Terre Haute,Indiana
6777,Harrison College-Lafayette,Lafayette,Indiana
6778,Harrison College-Indianapolis East,Indianapolis,Indiana
6779,Harrison College-Evansville,Evansville,Indiana
6780,Harrison College-Fort Wayne,Fort Wayne,Indiana
6781,Harrison College-Northwest,Indianapolis,Indiana
6782,Harrison College-Elkhart,Elkhart,Indiana
6783,University of Notre Dame -,Chicago,Illinois
6784,Graceland University - Independence,Independence,Missouri
6785,Baker University School of Nursing,Topeka,Kansas
6786,Baker University School of Professional and Graduate Studies and Graduate School of Education,Overland Park,Kansas
6787,Coffeyville Technical Campus,Coffeyville,Kansas
6788,Columbus Technical Campus,Columbus,Kansas
6789,Bellarmine University - Bullitt County,Shepherdsville,Kentucky
6790,Bellarmine University - Oldham County,Crestwood,Kentucky
6791,PJ's College of Cosmetology- Greenfield,Greenfield,Indiana
6792,PJ's College of Cosmetology- Muncie,Muncie,Indiana
6793,PJ's College of Cosmetology- Indianapolis,Indianapolis,Indiana
6794,PJ's College of Cosmetology- Plainfield,Plainfield,Indiana
6795,PJ's College of Cosmetology- Louisville,Louisville,Kentucky
6796,Southeastern Louisiana University - EBR Parish School System Prof Dev,Baton Rouge,Louisiana
6797,Southeastern Louisiana University - St Amant High School,St Amant,Louisiana
6798,Empire Beauty School-Bangor,Bangor,Maine
6799,Aesthetics Institute of Cosmetology - Winchester,Winchester,Virginia
6800,Cecil College - Elkton Station,Elkton,Maryland
6801,Baker College of Owosso,Owosso,Michigan
6802,Baker College of Allen Park,Allen Park,Michigan
6803,Baker College of Auburn Hills,Auburn Hills,Michigan
6804,Baker College of Cadillac,Cadillac,Michigan
6805,Baker College of Clinton Township,Clinton Township,Michigan
6806,Baker College of Jackson,Jackson,Michigan
6807,Baker College of Muskegon,Muskegon,Michigan
6808,Baker College of Port Huron,Port Huron,Michigan
6809,Baker College Center for Graduate Studies,Flint,Michigan
6810,Davenport University-Warren Location,Warren,Michigan
6811,Davenport University-Kalamazoo Location,Kalamazoo,Michigan
6812,Davenport University-Lansing Location,Lansing,Michigan
6813,Davenport University-Midland Location,Midland,Michigan
6814,Davenport University-Holland Location,Holland,Michigan
6815,Davenport University-Flint Location,Fenton,Michigan
6816,Davenport University-Traverse City Location,Traverse City,Michigan
6817,Davenport University-Livonia Location,Livonia,Michigan
6818,Davenport University-Grand Rapids Downtown,Grand Rapids,Michigan
6819,Davenport University - Treasury Site Dimondale,Dimondale,Michigan
6820,Davenport University - Wayne CCCD,Belleville,Michigan
6821,Davenport University - Macomb CC,Clinton Township,Michigan
6822,Davenport University - Schoolcraft College,Livonia,Michigan
6823,Anoka-Ramsey Community College-Cambridge Campus,Cambridge,Minnesota
6824,Central Lakes College-Staples Campus,Staples,Minnesota
6825,M State - Detroit Lakes Campus,Detroit Lakes,Minnesota
6826,M State - Moorhead Campus,Moorhead,Minnesota
6827,M State - Wadena Campus,Wadena,Minnesota
6828,South Central College-Faribault,Faribault,Minnesota
6829,Mesabi Range College,Eveleth,Minnesota
6830,Northland Community and Technical College - East Grand Forks,East Grand Forks,Minnesota
6831,Rasmussen College-Bloomington,Bloomington,Minnesota
6832,Rasmussen College-Eagan,Eagan,Minnesota
6833,Rasmussen College-Mankato,Mankato,Minnesota
6834,Rasmussen College-Brooklyn Park,Brooklyn Park,Minnesota
6835,Rasmussen College-Lake Elmo/Woodbury,Lake Elmo,Minnesota
6836,Rasmussen College-Blaine,Blaine,Minnesota
6837,Minnesota State CollegeSoutheast-Red Wing Campus,Red Wing,Minnesota
6838,Copiah-Lincoln Community College Simpson County Center,Mendenhall,Mississippi
6839,Copiah-Lincoln Community College-Natchez Campus,Natchez,Mississippi
6840,University of Mississippi Medical Center,Jackson,Mississippi
6841,Pearl River Community College-Forrest County Center,Hattiesburg,Mississippi
6842,Columbia College - Redstone Arsenal,Redstone Arsenal,Alabama
6843,Columbia College - Coast Guard Island,Alameda,California
6844,Columbia College - Denver,Centennial,Colorado
6845,Columbia College - NAS Jacksonville,Jacksonville,Florida
6846,Columbia College - Orlando,Orlando,Florida
6847,Columbia College - Crystal Lake Campus,Crystal Lake,Illinois
6848,Columbia College - Kansas City,Kansas City,Missouri
6849,Columbia College - Fort Leonard Wood,Fort Leonard Wood,Missouri
6850,Columbia College - Jefferson City,Jefferson City,Missouri
6851,Columbia College - Lake Ozark,Osage Beach,Missouri
6852,Columbia College - Saint Louis,Saint Louis,Missouri
6853,Columbia College - Fort Worth,Fort Worth,Texas
6854,Columbia College - Salt Lake,Murray,Utah
6855,Columbia College - Lake County,Gurnee,Illinois
6856,Columbia College - Naval Station Everett/Marysville,Marysville,Washington
6857,Columbia College - Freeport,Freeport,Illinois
6858,Columbia College - Springfield,Springfield,Missouri
6859,Columbia College - Rolla,Rolla,Missouri
6860,Columbia College - Los Alamitos,Los Alamitos,California
6861,Columbia College - Patrick AFB,Patrick Air Force Base,Florida
6862,Columbia College - Lemoore,NAS Lemoore,California
6863,Columbia College - San Luis Obispo,San Luis Obispo,California
6864,Columbia College - Fort Stewart,Ft. Stewart,Georgia
6865,Columbia College - Hunter Army Airfield,Hunter Army Airfield,Georgia
6866,Columbia College - Elgin,Elgin,Illinois
6867,Columbia College - Hancock Field,Syracuse,New_York
6868,Columbia College - Whidbey Island,Oak Harbor,Washington
6869,Columbia College - Fort Drum,Ft. Drum,New_York
6870,Columbia College -  Jacksonville,Jacksonville,Florida
6871,Columbia College - Fort Sill,Fort Sill,Oklahoma
6872,Columbia College - San Diego,San Diego,California
6873,Columbia College - Mesquite,Mesquite,Texas
6874,Evangel University - Assemblies of God Theological Seminary,Springfield,Missouri
6875,Lindenwood University-Belleville,Belleville,Illinois
6876,City College Montana State University Billings,Billings,Montana
6877,The University of Montana - Missoula College,Missoula,Montana
6878,New Hampshire Institute for Therapeutic Arts,Bridgton,Maine
6879,American Institute,Clifton,New_Jersey
6880,Monmouth University -  Monmouth Park Corporate Center,West Long Branch,New_Jersey
6881,Olympian Academy of Cosmetology - International Academy of Hair Design,Phoenix,Arizona
6882,Bard College - Holyoke Microcollege,Holyoke,Massachusetts
6883,Berkeley College - Westchester Campus,White Plains,New_York
6884,Briarcliffe College-Bohemia,Bohemia,New_York
6885,Culinary Institute of America at Greystone,St. Helena,California
6886,Culinary Institute of America San Antonio,San Antonio,Texas
6887,Jamestown Business College -,Salamanca,New_York
6888,Pratt Manhattan-A Division of Pratt Institute,New York,New_York
6889,Saint Elizabeth College of Nursing,Utica,New_York
6890,Gaston College,Lincolnton,North_Carolina
6891,Hebrew Union College-Jewish Institute of Religion-Cincinnati,Cincinnati,Ohio
6892,Hebrew Union College-Jewish Institute of Religion-Los Angeles,Los Angeles,California
6893,Kettering College - Ollie Davis Medical Arts and Education Center,Beavercreek,Ohio
6894,Mount Carmel College of Nursing - Fairfield,Lancaster,Ohio
6895,Los Angeles Center,Los Angeles,California
6896,Florida Center,Hollywood,Florida
6897,Sacramento Center,Sacramento,California
6898,New England Center,Brattleboro,Vermont
6899,Winebrenner Theological Seminary -,Scotland,Pennsylvania
6900,University of Oklahoma - Douglass Learning Center,Lawton,Oklahoma
6901,University of Oklahoma - Ft. Benning GA - AP,Ft Benning,Georgia
6902,Western Seminary-San Jose,Milpitas,California
6903,Western Seminary-Sacramento,Rocklin,California
6904,The Beauty Institute,Philadelphia,Pennsylvania
6905,Bucks County Community College-Upper Bucks Campus,Perkasie,Pennsylvania
6906,Bucks County Community College-Lower Bucks Campus,Bristol,Pennsylvania
6907,Harrisburg Area Community College-Lancaster,Lancaster,Pennsylvania
6908,Harrisburg Area Community College-Gettysburg,Gettysburg,Pennsylvania
6909,Harrisburg Area Community College-Lebanon,Lebanon,Pennsylvania
6910,Harrisburg Area Community College-York,York,Pennsylvania
6911,New Castle School of Trades,Pulaski,Pennsylvania
6912,New Castle School of Trades - East Liverpool Campus,East Liverpool,Ohio
6913,Northampton County Area Community College-Monroe,Tannersville,Pennsylvania
6914,Villanova University - Summer Music Studies Program,Villanova,Pennsylvania
6915,South Hills School of Business and Technology-Altoona,Altoona,Pennsylvania
6916,Tennessee College of Applied Technology-Jacksboro -,LaFollette,Tennessee
6917,Galveston College - Charlie Thomas Family Applied Technology Center,Galveston,Texas
